id,place_id,lat,lng,info_url,name,road_address,dong_address,category,date_created,review
43,1671949372,126.917068620408,37.5658509596386,http://place.map.kakao.com/1671949372,소점,서울 마포구 성미산로17길 99,서울 마포구 연남동 487-278,"음식점 > 술집 > 호프,요리주점",2020-03-29 23:27:55,"오랜만에 다시 블로그를 시작하면서 남기는 첫번째집입니다? 소점을 처음온거는 오사카에서 먹었던 오꼬노미야끼가 생각나 찾아보던 와중에 서울 오꼬노미야끼 맛집을 처서 가도 만족스럽지 못해 실망하던 찰나에 후기가 많고 혼자알고 싶은 곳이라고 써진 블로그를 보며 남편을 꼬셔 찾아간 집이예요 (지금은 남편이 더 좋아하는 곳이예요) 지금도 대기가 많아서 저희만 알고 싶은 집입니다만 사장님이 그리신듯한 그림이 곳곳에 있어요 ? 류도사라는 스티커 보이시죠 ? 소점 사장님이세요 스타일 있는 모습으로 엄청난 친절을 베푸시는 사장님이시라 다른 블로그 포스팅을 봐도 항상 과하게 친절하다는 평 까지 있으시더라구요 (저희 생각도 맛도 맛이지만 사장님과 직원분의 응대 덕분에 3-4배는 더 맛이 배가 되는거연남동 소점, 오꼬노미야끼의 반란! 몇달전부터 약속이란 약속은 여기가자고 그렇게 벼르던 맛집중 찐맛집 우연하게 인스타를 보다가 알게된 곳이고 저장해놓은곳인데 매번 때를 놓치는지라 갈수 없었던 곳입니다 오빠랑은 하루 날을 잡고서 완전 일찍 일을 마친뒤 그나마 조금 한산하고 가능성 있다는 평일에 도전했습니다 오픈시간은 오후 6시반 진짜 날잡은김에 오늘 꼭 먹겠노라 다짐했었어서 아주 과하게 이르게 도착합니다 무려 한시간전에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 역시나 아무도 없고... 문도 안열려있고 그랬어요 네네 주위에 가정집들이 옹기종기 모여있어 그냥 동네 한켠에 자리잡은 작은 가게 입니다 근데 분위기 맛 어느하나 빠지지 않는 곳임이 분명했어요 소점 서울특별시 마포구 성미산로17길소점 서울특별시 마포구 성미산로17길 99 연남동 거리 끝자락, 가좌역 근처에 있는 조그만 술집 소점이다. 내부는 작다기보다 좁다. 많아야 4팀? 5팀? 10명 정도 들어갈까 말까 한 조그만 술집이다. 그래서 더 매력있다. 동네였다면 단골이 되었을 텐데 아쉽다. 우리는 경의선 가좌역에서 걸어갔지만, 연남동에서 죽 걸어오는 길도 운치있다. 골목골목 예쁜 곳들이 가득하다. 술집인데 정작 술을 안 찍음 ㅋㅋㅋㅋㅋ 일본의 노점상이나 이자카야 같은 분위기를 그대로 가지고 있는 집이다. 이번이 두 번째 방문인데, 첫번째 방문 때는 오픈시간에 맞춰 방문해서 자리가 있었는데 이번 방문 때는 오픈시간에 맞춰 가도 웨이팅이 있었다. 사람들 어디서 그렇게 많이 찾아오는지... 전화번호를 주고 다른 곳에 가서 저녁을 해결"
44,8503628,126.930748718394,37.568223989283204,http://place.map.kakao.com/8503628,연희동칼국수 본점,서울 서대문구 연희맛로 37,서울 서대문구 연희동 132-29,음식점 > 한식 > 국수,2020-03-29 23:28:13,"매일 11:00 - 21:00 단체, 예약 가능 오랜만에 맛집 후기를 써보려 한다 연희동에 위치한 ‘연희동 칼국수’ 오랫동안 꾸준히 운영하고 있으며 그 역사만큼 손님들이 많이 방문한다 점심시간 저녁시간 상관없이 사람들로 꽉 차있고 봄여름 가을 겨울 3층짜리 건물이 매일 만석이다 그만큼 주차공간도 넉넉하다 건물 바로 앞쪽에 주차를 한 후 계단으로 올라가면 2층 홀이 나온다 연희동칼국수메뉴 메뉴는 간단하다 칼국수, 수육 이 두 가지 메뉴로 사람들을 홀려버렸다 놀라울 뿐이다 #연희동칼국수 가격 - 9000원 국물이 뽀얗다 딱 봐도 깊은 맛이 날 것 같다 사골 베이스인 이 칼국수는 먹으면 건강해질 것 같은 느낌을 받는다 개인적으로 사골을 좋아해서 그런지 국물을 홀짝홀짝 계속 먹었다#연희동칼국수 #사골칼국수 #연희동맛집 #연희동점심 출장으로 육지로 고고씽! 연희동쪽에 일이 있어서 갔다가, 저녁먹으러 나왔습니닷. 두리번 거리다가... 뭔가 맛집스럽게 생겨서 연희동칼국수로 +ㅁ+ 연희동칼국수 서울특별시 서대문구 연희맛로 37 - 영업 시간 - 매일 11:00 - 21:00 (명절 휴무) 외관도 멋있네요! 주차장도 앞에 넓찍하게 있습니다 :) 2층으로 고고~ #연희칼국수메뉴 칼국수 보통으로 주문! 근데 공기밥이 오백원 !? 공기밥 시켜서 밥 말아드시는 분도 계셨는데, 사골육수라 설렁탕 같다고 하시더라구요 ㅎ 공기밥은 500원이라 딱 평범한 공기밥의 반정도 양으로 나옵니다. 칼국수 먹은 후 육수에 밥말아먹기 딱 좋은 양인거 같아요. 김치는 두종류가 나오네요신촌역에 있다가 연희동을 가기 위해 마을버스를 탔다. 걸어서 한 30분 남짓 걸리는 거리여서 운동삼아 걸어볼까 했지만, 그럼 저녁식사 시간에 딱 맞춰 가게 되어서 웨이팅을 하게 될까봐 그냥 버스를 타버렸다. 안 탔으면 상당히 난감할 뻔..^^ 목적지에 내리니까 갑자기 빗방울이 후두둑 떨어지기 시작했거든! 칼국수를 다 먹으면 비가 그치겠거니~하고 안으로 호다닥 들어갔다. 그 유명한 이연복 셰프의 목란 바로 옆에 위치한 #연희동칼국수 는 #서울식칼국수맛집으로 이미 이름난 곳이다. 남친이 칼국수 먹고 싶다길래 단번에 이곳으로~ 오후 5시 30분쯤 되었을 때에는 주차장에 차도 거의 없고해서 2층으로 곧장 올라갔다. 한산한 내부. 4인석에 앉으려고 하니 이따 저녁시간에 몰려 들어올 손님들 때문인지 2인석으로 안내해주"
45,1115772275,126.92758309370599,37.564329788073,http://place.map.kakao.com/1115772275,연남장,서울 서대문구 연희로5길 22,서울 서대문구 연희동 218-15,"서비스,산업 > 전문대행 > 공간대여 > 모임공간",2020-03-29 23:28:20,"연희동/연남동 감성 카페 연남장 (by 연남방앗간) 연남장 서울특별시 서대문구 연희동 218-15 1층 연남장 영업시간 : 매일 11:00~22:00 인스타그램 : @hotel_yeonnam 우당탕탕 진정령즈와 머글 하나 모임 때 갔던 곳!? 분하지만 나는 투표에서 졌고.. 다수결을 따라 채원픽인 연남장에 가게 되었다!? 연남동에서 조금 더 걸어가는 연희동에 있는 곳이라, 홍대 입구에서 걸어가긴 좀 거리가 있어서 결국 택시를 타고 가게 되었다는 비화..? 카페는 진짜 시원하고 넓었다!?? 우리처럼 놀러온 사람들도 있었고, 공부? 작업?을 하던 사람들도 많았다!? 생각해보안녕하세요 칠공이스토리입니다. 지난번 잇미샤와 아티스트프루프 콜라보레이션에 대해 알려드렸었죠. 여름에 다른 스타일의 옷을 입어보고자 했던 저에게는 너무 놀라웠어요. 판화가 최경주의 프린팅 레이블을 이렇게 표현을 할수 있다는게요. 옷을 만들어보신분도 아실테고 텍스타일을 해보신분들은 패턴이 완성된다는게 얼마나 힘든지 아실꺼에요. 추상화는 작가가 표현하고 공감하는 사람들이 있는데 옷이라는건 특히 기성복에 사용하는 패턴은 모두가 공감하면서도 옷의 디자인을 라인을 살릴수 있어야 진짜 의상에 사용하는 패턴되겠습니다. 초여름의 영감을 통해 청명한 햇살 가득한 자연을 표현한 아트워크 2종과 좋아하는 시를 수채화로 작업한 레터링이 잇미샤의 옷으로 완성이 되었습니다. 팝업스토어로 유명한 연남장 어떻게연남동 경의선 숲길 주변 골목 어디든 아기자기한 공방을 찾아볼 수 있다. 골목 기행 중 찾은 예쁜 벽. (쿄베이커리가 있는 골목) 트럭이 좀 센스 없는 곳에 주차돼 있었지만 거울과 뽀식이가 살렸다. 뽀식이는 사진 찍는 법을 안다. 진짜 잘 안다. 오늘 맨 뜨개가방 예쁘네? 직접 떴다고? 대박 연남지하보도 주변에도 예쁜 숍들이 숨어있다. 뽀식이는 루비(멍뭉이) 선물을 샀다. 다이브인 서울특별시 마포구 연남동 454-7 다이브인을 찾아가다 예쁜 찻집도 발견. 다이브인은 휴무. 그리고 뽀식이의 평양냉면 첫경험을 함께 했다. 평양냉면 초심자에게 딱 알맞은 연희동 냉면집, 평택고여사집냉면 국물이 진하고, 길게 썬 오이고추가 별미라 자주 가는 편 평택고여사집냉면"
46,23981049,126.92176396413001,37.5482811154992,http://place.map.kakao.com/23981049,뭄알로이,서울 마포구 독막로15길 3-6,서울 마포구 상수동 313-6,음식점 > 아시아음식 > 동남아음식 > 태국음식,2020-03-29 23:28:51,"유사태국 뭄알로이 방콕의 향수를 느끼고싶다면 찐-한 타이밀크티를 원한다면 단짠단짠 현지 그 맛 팟타이 리틀인디아 특유의 향, 그린커리 여기 다 모여있습니다 태국러들 꼭 오세요 꼭 상수 태국 맛집 뭄알로이 상수 태국음식점 검색하면 이미 많은 사람들을 통해 검증된 가게라는것을 쉽게 알 수 있다 상수 추천 맛집, 홍대 추천 태국음식점 이정도 리뷰면 일단 호기심 가동 가는 방법은 상수역 1번출구에서 도보 3분정도 상수가 늘 그렇듯, 가게 주차장은 없다 가다보면 여기 이층에 낯선 태국어가 있고 간판을 볼때까진 좀 의심스럽긴 한듯 응 의심하지마~ 자비없는 메뉴판이다 정말 한국어 지분 8%;; 올라오자마자 보이는건 주방의 풍경 유사태국이 아니라 리얼태국인듯하다 2층으로 올라가면 꽤나 넓고 쾌적하다 좌석 간격도,친구들이랑 놀러감 오랜만에 상수 나들이 맛집을 찾았어요. #뭄알로이 #태국음식점 #태국요리 아이폰 빛번짐 오지네. 한번 닦고 찍기 필수; 메뉴판~ 내부 분위기. 날씨까지 꿉꿉하니까 진짜 동남아 온 기분이지 뭐야. 핑쿠핑쿠 저렴한 느낌의 식기 사진이 죽어도 이쁘게 안나오네. #푸팟퐁커리 #소고기국수 인가? ㅎㅎㅎ 저번달에 먹은거라 기억이 안난다... 베트남쌀국수 같은게 먹고싶엉서 국물요리 주문~ 맛있었다. 대충 뒤에 보이는 #팟타이 까지~ 역시 태국음식은 팟타이지! #상수역맛집 마지막 네온사인까지 귀엽게 뀩 뭄알로이 서울특별시 마포구 독막로15길 3-6 위치이곳저곳에서 태국요리를 먹으러갔다가 맛에 부족함을 느끼면 꼭 생각나는 곳이 뭄알로이예요. 차라리 뭄알로이에서 더 먹을걸 싶을정도로 가격대비 아쉬운 곳들도 많아서 오랜만에 뭄알로이가서 맛있는 태국요리를 맛보고 왔어요~ 뭄알로이 서울 마포구 독막로15길 3-6 평일, 주말 11:30 - 22:00 주말 브레이크타임 15:30~16:30 평일 브레이크타임 15:00~17:00 마지막 주문시간 21:00 일, 월요일 휴무 뭄알로이를 처음알게 된게 백종원이 맛있다고 극찬한 태국요리집이라고해서 였는데 이제는 맛보고 나서 믿고 방문하게 되는 곳이 되었네요. 사실 백종원맛집이라고 해도 입맛에 맞는곳이 흔치 않은데 여기는 운좋게도 입맛이 딱 맞았어요. 상수역 근처에 있다가 평일 브레이크 타임"
47,14822702,126.92412234775699,37.5615993978453,http://place.map.kakao.com/14822702,월강 부산돼지국밥,서울 마포구 동교로 241-1,서울 마포구 연남동 258-14,음식점 > 한식 > 국밥,2020-03-29 23:29:08,"안뇽하세요 국밥먹고 혀데인 뚜뚜입미다 며칠간 잠시 잠수좀 타다가 혀데인후에 각성하여 글을싸봅니당 예전에 일하던곳에 퉁퉁이 닮은 팀장 이라고 그분이 맛집에 일가견이 있었거든요 점심시간에 차타고 맛집 다녀올정도..ㄷㄷ 그분이 월강돼지국밥을 먹으러 점심에 차를 끌고 나가서 다녀왔었는데 1년이지난 지금 뚜뚜가 이렇게 가게 되었네욘 그분은 이글을 보지않으면 좋겠네요 퉁퉁이닮았다고 속으로만 생각했엇그등요ㅎ 월강부산돼지국밥 서울특별시 마포구 연남동 258-14 연남동 주민들의 아침부터 저녁까지를 책임지고 있는 월강부산돼지국밥... 제목에서 알겠다시피 부산스탈 국밥을 파는 곳이쥬 월강돼지국밥 메뉴 국밥 9천원부터 시작 솔직히 가격 후덜덜하다 생각하지만 그럴만한 이유도 있답니다 고기너무 오랫만이죠.. #연남동국밥 #홍대국밥 사실 엄청 찾아봤는데 ㅋㅋㅋㅋ 현지인한테 물어보는 게 최고~ 오랜만에 놀러간 친구네 일터에 가서 국밥먹고 싶다고 찡찡대서 국밥먹고 왔어요 그 이름이야 말로 #월강부산돼지국밥 ㅋㅋㅋㅋㅋㅋ 저는 사실 국밥이라는게 서민음식이기도 하면서 접근하기 쉬워야 한다고 생각하거든요? 사실 그렇진 않았어요 가격이 서민적이진 않음. 일단 위치부터! 월강부산돼지국밥 서울특별시 마포구 동교로 241-1 #홍대입구역국밥 !! 꺄홀 저는 워낙 국밥 마니아라서.. 홍대쪽에 친구 만나러 갔을 때도 국밥집만 찾았어요 ㅋㅋㅋ 경의선 쪽으로 갔지여 다른 이유는 없고요.. #홍대국밥맛집 이 있다길래.. 뭐 있겠습니까.. 국밥충이 국밥 맛집이라는 데 가는거지 모 ! 아 증안녕하세요 요니니닝입니다 오늘은 진짜 저의 최애 국밥집!! 소개해드리려구해요 원래 홍대쪽에서 일할때 진짜 자주 가던 곳인데 이직하구 못간지 꽤되어서 넘나 먹고싶은거에요 ㅠㅠㅠㅜ 그래서 방문해서 먹고왔습니다 ㅋㅋㅋㅋ 바로 #월강부산돼지국밥 입니다!! 월강부산돼지국밥 매일 9시~21시 일요일 휴무, 첫째 셋째 토요일 휴무 02-326-5800 저 파란 간판 그리웠어요... ㅠㅠ 저희는 오전 10시 40분 경에 방문했어요 영업시간은 9시부터이기때문에 아침식사도 가능!! 문에도 영업시간 안내되어있습니당~!! 진짜 이곳이 점심시간 저녁시간이면 꽉꽉 들어차요... 자리가 적은 편도 아닌데 말이죠 일단 자리에 앉아서 메뉴를 봅니당 저는 항상 돼지국밥만 먹었었는데요 이날은 내장국밥!!! 남친은 배고프다며 돼지국밥 특을 시"
48,16794177,126.962397291241,37.541392184503,http://place.map.kakao.com/16794177,우스블랑,서울 용산구 효창원로70길 4,서울 용산구 효창동 5-51,"음식점 > 간식 > 제과,베이커리",2020-03-29 23:36:38,"이곳은 창의문 서울특별시 종로구 청운동 창의문길인데 이정도 어둡기에 산책하기 좋다 중학교때 시험끝나면 여기 벤치가 있엇는데 영화마을에서 도라에몽을 빌려서 앉아서 보고는 했는데 선선하다 #창의문뜰 #창의문산책 #부암동산책코스 계열사 서울특별시 종로구 백석동길 7 #놀면뭐하니치킨집 #놀면뭐하니후라이드 #부암동계열사 #부암동치킨맛집 #부암동맛집 계열사 치킨 예전에 상호명은 '치어스'였지만 바뀌었다 놀면뭐하니 나오기전에 갔었는데 나오고 사람이 더 많아졌겟지 #부암동카페 #부암동카페다움 #부암동다움이 다움이가 지키고있는 카페입니다. 터키에서 자주보던 방향제처럼 누워있네 다움을 지나기전 스코프 #부암동스코프 #스코프 #종로스코프다양한 빵, 패스츄리, 바게트 샌드위치가 유명한 집. 특히 다른 곳에서 볼 수 없는 다양한 프렌치 패스츄리가 눈에 뜨네... 이 집에서 인기 많은 갈래트를 선택~ 겉바속초고(소함). '왕의 과자'라는 뜻을 지닌 패스츄리로 안에 작은 인형(Feve)을 넣고 뽑기 게임을 하는 전통이 있다고.^^ 그래서 벽에 작은 인형들을 진열해 두었나? 바게트 샌드위치 종류 중 소금집 델리와 제휴한 잠봉 샌드위치도 있네~ 그건 이미 익숙한거니 패스하고 이 집 샌드위치로~^^ 굿 초이스... 우스블랑이 백곰이라는 뜻이니 참으로 재주 많은 곰이구만... 우스블랑 서울특별시 용산구 효창동 5-51 #맛집 #용산구 #효창공원역 #빵집 #베이커리카페 #바게트샌드위치 #부부음식탐험대지겨운 장마가 시작되고... 호르몬의 노예가 되는 그런 때...! 달다구리와 탄수화물이 땡기는 것은 인지상정ㅋㅋ 그래서 무작정 나감 당충전하러 고고 특히 빵집은 마스크 착용은 필수! 빵들이 정말 너무 맛있어보여서 고르기가 어려웠다? 지갑이 가벼운지라... 고민을 하다가 딱 두개만 골라서 나왔다 마실 메뉴도 많고 드립백도 팜 결제 하고 신나게 나옴 아 안에는 커다란 테이블이 있어서 앉아서 노트북 하고 도란도란 앉아있을 수도 있지만 난 집순이니까~~~ 집으로 직행 레몬케익과 뱅오쇼콜라(이름 기억이 안 나...하여튼 초코빵) 사먹었는데 진짜 맛있다 다음에 또 간다 기필코 우스블랑 서울특별시 용산구 효창동 5-51"
49,1789136969,126.914393910214,37.5569940571946,http://place.map.kakao.com/1789136969,고기상,서울 마포구 잔다리로 112,서울 마포구 서교동 458-1,"음식점 > 한식 > 육류,고기",2020-03-29 23:36:50,어느날 갑자기 꼬기가 먹고 싶다!!!!!!!!소꼬기!!!!! 를 외친 묘미동생을 위해 묘미동생 남친은 고깃집을 알아보았다. 고기상 서울특별시 마포구 잔다리로 112 1층 운영시간 평일 13:00~22:00 토요일 13:00~22:00 02-6014-0242 인스타 : @gogi_sang 마포구에서 소고기 코스요리 를 먹을 수 있는 곳이다. 오마카세라고 하면 설명이 쉬운데 오마카세라는 단어 일식도 아닌데 쓰기 좀 뭐해서 설명이 어려움ㅋㅋㅋ 먹다가 설명들었는데 정육점도 같이 하는 곳이고 2층은 사무실이라고 한다 사실은 거래처 분들을 위해 파는 고.기.를 먹어볼 수 있는 쇼룸 정도의 개념이었는데 아예 손님을 받게 되었다고 한다 인테리어 이쁨 이쁘다고 하니까연남동 꾜오 ! 꾜는 내가 요새 밀고있는 나만의 유행어다. 고고 .. 라서 꾜 고기상 서울특별시 마포구 잔다리로 112 1층 친구가 회사 회식으로 소고기 오마카세를 먹고 오더니 우리도 먹어야겠다면서 알아 온 곳 바로 연남동 맛집 고기상 이다. 위치는 좀 애매...하다 망원역에서도 멀고 합정역에서도 멀고 홍대입구 역에서도 멀고? 우리 셋은 각자 사는 곳이 방방곳곳이라서 한명은 홍대입구역에서 버스를 탔고 한명은 합정역에서 내려서 걸어왔으며 한명은 망원역에서 내려서 걸어왔다. 다 시간은 고만고만하게 걸리는 듯 하다.. 십오분 정도? 우리도 나름 빠르게 예약을 했으나 더 먼저 예약한 손님이 있어서 바 자리로 앉았다. 의자가 좀 높아서 불편하긴 했지만... 그래도 굳굳대학선배님께서 새로운 사업에 도전하셨다는 소식을 듣고 가오픈 기간에 방문. F..4?! 소고기 오마카세집으로 요로코롬 예쁜 외관에 원테이블. 하루 한팀만 예약을 받아 프라이빗한 모임을 즐길 수 있다. 최대 6인. (낑겨앉으면 8인까지;) 샐러드가 먼저 서브되고 5종류의 소금과 와사비 그리고 각종 장아찌가 제공됐다. 정형하는 모습을 직접 보여주고. (블라인드 오픈은 수동ㅋ) 다양한 부위의 고기가 제공. 이베리코는 오픈키친에서 튀기듯 구워주심. 이름을 새긴 칼. 이베리코는 비빔면과 함께 서브되었는데 역시 당시엔 블로그에 관심없었기에 사진이 없; 그리고 수제 셔벗도 내주셨다. 2주 후 재방문. 하..사진이 더 없네; 첫 방문때와
50,1508329235,126.967908167278,37.577476938537394,http://place.map.kakao.com/1508329235,스태픽스,서울 종로구 사직로9길 22,서울 종로구 필운동 32-1,음식점 > 카페,2020-03-29 23:37:20,"#서촌 #주말카페 #야외카페 #스태픽스 #서촌카페 #사직동카페 #staffpicks 안녕하세요? 요즘 #코로나19 로 인해 주말활동이 꺼려졌었는데 ... 오랜만에 #야외카페 #스태픽스 나들이 다녀왔어요. #주말 #주차무료 입니다. #스태픽스주차장 운 좋게 빈자리가 생겨 바로 주차하고 입장.. 날씨가 좋았어요 너무 덥지 않고 그늘은 선선한. #스태픽스가격 요즘 워낙 저렴한 커피가 많아서.. 조금나가는 가격이며, 수제맥주가 눈에띄네요 #빵더쿠 에게 지나칠수없는... 치즈케익도 주문합니다.. #스태픽스 의 내부공간 날 좋아 대부분 사람들은 야외 테이블 자리 잡고이었어요..서촌 테라스 카페 '스태픽스' 애견동반 카페 사진.글ⓒ 바이미 예전에는 카페에 자주 갔었는데 요새는 카페는 고사하고 어디던 외출하기 힘든 때이죠. 이 날 역시 제주 갔다온 뒤로 거의 일주일만의 외출이였어요ㅎ 카페에서 간단히 커피 한 잔 마시고 오자 싶어서 서촌 테라스 카페 를 검색했어요. 요즘은 카페를 찾아도 무조건 테라스 있는 카페만 찾게 되더라고요. 아직 날씨가 막 덥지 않으니까 그것도 가능한거지 좀 더 더워지면 테라스 카페를 이용하는 것도 어렵겠죠.. (그 땐 진짜 집콕각..) 열심히 검색해서 찾은 곳이 바로 서촌 '스태픽스' 카페. 넓직한 테라스가 있는 카페이고 푸른 잔디랑 큰 나무가 매력적인 곳이더라고요. 그리고 애견동반이 가능한 카페라는 점. 경복궁역 2번출구에서 500m라고스태픽스 3호선 경복궁역에서 나와 좁은 골목길 따라 굽이굽이 이렇게 멋진 곳이 있다니... bgm마저 완벽하다. 뻥트인 야외의 시티뷰는 썩 좋지는 않았지만 분위기 하나만큼은 최고다. 아이스 아메리카노와 아이스크림 라떼. 아기 손바닥만큼 잘라주는 케이크,, 달달한 아이스크림 라떼, 아이스크림 맛집이다ㅎ 기분좋아지는 핑크빛 노을 하늘. 넘넘 더워지기 전에 한번더...?! 스태픽스 서울특별시 종로구 필운동 32-1"
51,26458834,126.921933396914,37.5550891685538,http://place.map.kakao.com/26458834,맥도날드 홍익대점,서울 마포구 양화로 140,서울 마포구 동교동 162-4,음식점 > 패스트푸드 > 맥도날드,2020-03-29 23:38:11,"탱~글한 통새우살에 비프 패티를 더해 푸짐하게~슈비 버거 / 맥도날드 슈비버거 다망소다의 조금 느리게 가는 블로그 :) 안녕하세요! 다망소다 입니다 비가하루종일 오네요, 비가와서 그런지 조금 쌀쌀한 금요일 이에요 오늘 같은 날씨에는 파전이랑 막걸리가 생각 나지만 저는 햄버거가 너무 먹고싶어서 올리는 맥도날드 슈비버거 포스팅 시작할게요 - 햄버거를 좋아하는 저는 혼밥을 하게 될때면 거의 햄버거를 먹게 되는거 같아요 동네에 맥도날드가 없어서 아쉬웠는데 홍대 온김에 맥도날드를 가야겠다 싶어 홍대입구역에 위치한 맥도날드를 갔어요! 계단으로 올라가면 위치해 있는 맥도날드 무인주문기 앞에가서 아 뭐 먹지 내가 제일 좋아하는 맥도날드 빅맥을 먹을까 하다가 슈비버거로 주문완료 - 아, 날씨 너무 좋다 창가쪽에맥도날드 5월행사 맥도날드 5월해피밀 맥도날드 해피밀 5월 장난감 트롤 글,사진 :졸리짱 안녕하세요. 졸리짱 입니다. 일요일 오후 서점에 갔다가 맥도날드 5월행사 햄버거 사고 해피밀 장난감 받으러 들렀어요. 핸드폰 카톡으로 친구 등록이 되어 있는 맥도날드는 매월 첫날 이벤트 알림을 해줘요. 앱을 설치하면 쿠폰이 오고 저렴하게 먹을 수 있어서 좋아요. 맥도날드 해피밀 이라는 세트 메뉴가 있지요. 저희 집 아이들도 햄버거와 장난감 받는 것을 좋아해서 한 달에 한 번은 방문하는데요. 5월에는 트롤 월드 투어 장난감(10종) 이 보이네요. 트롤 월드투어는 지난 4월 29일 개봉해 극장과 VOD로 동시 상영중이기도 합니다. 장난감이 나온다는 소식을 들어서 바로 맥도날드 홍대점 방문했어요. 이번 맥도맥도날드 신메뉴 먹어보았어요 헤헤 며칠전부터 티비에 엄청 자주 나오던 맥도날드 허니크림치즈 상하이버거 광고 !!!! 다이어터라 꾹 참고 참다가 연휴를 맞이하여 햄버거로 고삐를 풀어봅니다 ʕ”̮ॽु ♡̷̷̷ 역시 신메뉴라 그런지 맥도날드 외관이며 내부에 허니 크림치즈 상하이버거 배너가 엄청 붙어있어용 ㅎㅎㅎㅎ 그리고 또 하나! 요건 매장가서 발견한 신메뉴 배칠러 나주배의 시원함이 한가득 ♥ 보자마자 이건 탱크보이 맛이겠다 싶어서 콜라를 배칠러로 변경해서 주문하기로 ~~~ 요즘은 프랜차이즈 대부분 키오스크 주문으로 바뀐 것 같아요 ! 아직도 삼성페이같은거 결제할 때 살짝 헤매는 편,, 추천메뉴 누르니 첫번째로 떠있는 맥도날드 허니크림치즈 버거 ☻ 저는 원래 맥도날드 버"
52,220828644,126.97907374358543,37.5653376347315,http://place.map.kakao.com/220828644,이나니와요스케 서울시청점,서울 중구 을지로 6,서울 중구 을지로1가 192-11,"음식점 > 일식 > 돈까스,우동",2020-03-29 23:38:23,"시청역 점심, 기왕이면 맛있게! 안녕하세요! 솔이입니다 :) 저희 팀장님은 제 주변에 몇 없는 맛집 장인이신데요! (그래서 매번 회식이 너무 즐겁습니다.) 그런 팀장님의 추천으로 지난 주 방문하게 된 시청역 점심 맛집! 를 리뷰해보려고 합니다. 이번 리뷰 역시 내돈내먹 리뷰입니다! (미슐랭가이드 맛집이니 사실 광고 안하실 것 같..) 입구에서 부터 느낄 수 있는 면에 대한 자부심 가게를 들어가자마자 볼 수 있는게 면 판매대입니다. 입구에서부터 면을 판매하고 계실만큼 면에 대한 자부심이 대단한 것 같았어요. 사실 가격이 좀...넘사라서 구매에는 엄두를 내지 못했지만 일반 우동과는 어떻게 다르지? 하는 기대감이 입구에서부터 가득했답니다. 함께 방문하신 저희 팀장님의 얘기를신라호텔 더라이브러리 망고빙수/ 신라호텔 서비스카 / 시청 이나니와요스케/ 디타워 벤스쿠키/ 만삭 임산부일상❤️ #신라호텔 #신라호텔망고빙수 신라호텔 서울특별시 중구 장충동2가 202 언제 이렇게 여름이 성큼와버렸는지 !!! 너무도 더운 요즘, 임신기간은 출산를 향해 달리고 있는 중 :) 신라호텔망고빙수가 그렇게 맛있다고 하는데 넘나 먹어보고 싶은것 ❤️ 근데 요즘 코로나때문에 주중에만 판매를하고 주말에는 안한다는 것.... 아무래도 워낙 인기가 어마무시하다보니 이유는 이해하지만 주중에는 갈 수 없는 직장인들은 슬픔일뿐 출산휴가기간이지만 만삭의 몸으로 대중교통타기도, 코로나도 걱정될뿐 ㅜㅜ 슬퍼하는 날 위해 남표니가 연차를 내고 같이 가자고 하는데 어찌나 고맙던지 ❤️❤️몇년전에 도쿄에 갔다가 원래 가려던 곳이 부정기 휴일에 걸려 Plan B로 긴자의 이나니와 우동 전문점인 사토 요스케를 간적이 있었다. 역시나 듣던대로 훌륭한 우동집이었는데 찾아보니 국내에도 지점이 있는게 아닌가! 그래서 나중에 꼭 가봐야지 했는데 차일피일 미루다 큰맘먹고 다녀와봤다. 시청 기준 5시방향의 서울광장이 한눈에 보이는 곳에 위치해 있다. 테이블 세팅 자리를 안내 받고 메뉴판을 열었는데....음식메뉴만 책한권에 주류리스트는 별도인데 주류도 엄청나게 다양하게 구비되어 있었다. 메뉴판 흝어보는데만도 꽤 오랜시간이 걸릴정도. 뻥좀 보태 거의 모든 장르의 일본요리가 있는 느낌이다. 특히나 긴자점에서는 본적도 없는 이자카야식 술안주들이 가득한 메뉴판을 보다보니 불안감이 스쳐간다. 메뉴판 링크 내부가 생각외로 상당히 넓었는데 안쪽으로는 룸도 많고 사진과 같이 다리를 내릴수 있는 다다미 좌석도 있다. 일본에서 먹었던 것과 동일한 냉+온 우동 세트에 참깨소스로 주문 냉우동 냉우동은 뭐"
